Project Name,Owner,Developer,Address,Zip Code,Council District,Kirwan Opportunity Index,Distance to Bus Stop,Total Units,Total Affordable Units,Unit Type,Program,Housing Type,Status,Affordability Start Date,Affordability Period,Affordability Expiration Date,Certification Date,C of O Date,Required Amount of Fee in Lieu,Date Fee in Lieu Received,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Units <= 100% MFI,Market Rate Units,City Funded Amount, of Funds Leveraged,CLT,DDB,RNY,MDA,NBG,PUDDA,SMART,TOD,UNO,VMU,Location
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,9/30/2016 0:00,15,9/30/2031 0:00,5/16/2012,,,,0,0,0,0,0,1,0,0,77167.64,1496.03,No,No,No,No,No,No,Yes,No,No,No,"(30.237887327857798, -97.698530671994504)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,3/11/2011 0:00,10,3/11/2021 0:00,2/21/2007,1/31/2011,,,0,0,0,0,0,1,0,0,130000,318.77,No,No,No,No,No,No,Yes,No,No,No,"(30.2310413579442, -97.690661168295094)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,11/6/2009 0:00,10,11/6/2019 0:00,2/21/2007,12/10/2008,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230618557337799, -97.690821760494799)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/15/2010 0:00,10,10/15/2020 0:00,2/21/2007,5/5/2010,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230831948434201, -97.690456048389095)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,11/2/2009 0:00,10,11/2/2019 0:00,2/21/2007,10/2/2009,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230460530704399, -97.690811546256398)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/3/2008 0:00,10,10/3/2018 0:00,2/21/2007,8/26/2008,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230530773833301, -97.690391599766798)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,3/21/2014 0:00,10,3/21/2024 0:00,3/29/2010,11/15/2013,,,0,0,0,0,0,1,0,0,160000,219.63,No,No,No,No,No,No,Yes,No,No,No,"(30.231110002594502, -97.690775595108093)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/5/2012 0:00,10,10/5/2022 0:00,3/29/2010,10/3/2012,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2309444675344, -97.6905547677882)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,2/13/2015 0:00,10,2/13/2025 0:00,3/29/2010,2/11/2015,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230401264492802, -97.690387859024)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,6/22/2012 0:00,10,6/22/2022 0:00,3/29/2010,12/21/2011,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230284250105299, -97.690376523184597)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/27/2007 0:00,10,2/27/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2279782414214, -97.692431541567998)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/22/2008 0:00,10,2/22/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228146709831599, -97.692641389680901)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/27/2007 0:00,10,2/27/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228305620098801, -97.692847889158301)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/28/2007 0:00,10,2/28/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228747717423801, -97.693162949878598)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,11/20/2007 0:00,10,11/20/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228814145466, -97.692434877875002)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/27/2007 0:00,10,2/27/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228166580597001, -97.692073812935803)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/27/2007 0:00,10,2/27/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228604562011601, -97.691578383260804)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/6/2007 0:00,10,6/6/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228664303043299, -97.692057287443902)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/3/2007 0:00,10,8/3/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2284851627142, -97.692247566538299)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,5/23/2007 0:00,10,5/23/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228927328758299, -97.691384268787303)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/20/2007 0:00,10,7/20/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2294446158167, -97.692441772923701)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/28/2007 0:00,10,12/28/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2299329645037, -97.691709281195301)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/5/2007 0:00,10,10/5/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230166795283001, -97.691721034203795)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/22/2008 0:00,10,2/22/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230061213642799, -97.691193238173895)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,4/29/2008 0:00,10,4/29/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230334257617798, -97.690811358830203)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/19/2017 0:00,10,10/19/2027 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2307437676543, -97.690923743625106)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,,12/28/2007 0:00,10,12/28/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.229565618596901, -97.691650249954293)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/28/2007 0:00,10,12/28/2017 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2295808782054, -97.691066004006302)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,5/21/2008 0:00,10,5/21/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230685788949799, -97.690409148941995)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/22/2008 0:00,10,2/22/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.231110002594502, -97.690775595108093)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/31/2009 0:00,10,7/31/2019 0:00,,,,,0,0,0,0,0,1,0,0,265000,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228230756932199, -97.692737244936495)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/22/2008 0:00,10,7/22/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228523502904402, -97.693310814212595)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/7/2008 0:00,10,8/7/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2286486255474, -97.693256527650604)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/28/2008 0:00,10,10/28/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.228897233367199, -97.692330809604996)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/31/2009 0:00,10,7/31/2019 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2304445622519, -97.691568056341495)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/14/2009 0:00,10,8/14/2009 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.230456294185402, -97.691371456025706)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,5/21/2008 0:00,10,5/21/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2300785033487, -97.690807461014899)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/2/2008 0:00,10,7/2/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.229013876924199, -97.691506660505397)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/30/2009 0:00,10,6/30/2009 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.229578597040899, -97.6915154113791)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/3/2008 0:00,10,10/3/2018 0:00,,,,,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.2295844887275, -97.691241025304606)"
Saint Louise House,VinCare Services of Austin Foundation,VinCare Services of Austin Foundation,Undisclosed,78704,5,High,1/4 Mile,24,24,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,9/28/2009 0:00,99,9/28/2008 0:00,,,,,12,0,12,0,0,0,0,0,2553000,57.49,No,No,No,No,No,No,Yes,No,No,No,"(30.241970103485599, -97.785303043076198)"
Colorado Crossing,Lennar Buffington,Lennar Buffington,3000 McKinney Falls Parkway,78744,2,High,1/2 Mile,1030,211,Single Family,Developer Incentive,Ownership,Building Permit Issued / Project Underway,,1,,12/30/2004,,,,0,0,0,0,0,211,0,819,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.1952134572449, -97.693862396787196)"
Bradshaw Crossing,Lennar Buffington,Lennar Buffington,10409 Premier Park Street,78747,2,High,1/4 Mile,857,177,Single Family,Developer Incentive,Ownership,Building Permit Issued / Project Underway,,1,,1/7/2005,,,,0,0,0,0,0,177,0,680,0,0,No,No,No,No,No,No,Yes,No,No,No,"(30.139363428791501, -97.771511727782894)"
